underlying,underlying_last, exchange,optionroot,optionext,type,expiration,quotedate,strike,last,bid,ask,volume,openinterest,impliedvol,delta,gamma,theta,vega,optionalias
SPX,336.95,*,SPX900421P00315000,,put,04/21/1990,03/07/1990,315,2.313,2.375,2.625,23,1776,0.2363,-0.1692,0.9024,-6.6951,29.8514,SPX900421P00315000
SPX,336.95,*,SPX900421P00320000,,put,04/21/1990,03/07/1990,320,2.875,3,3.375,5,827,0.2268,-0.2129,1.0828,-7.2211,34.3735,SPX900421P00320000
SPX,336.95,*,SPX900421P00325000,,put,04/21/1990,03/07/1990,325,4,3.75,4,1857,874,0.2087,-0.2587,1.3106,-7.1257,38.2781,SPX900421P00325000
SPX,336.95,*,SPX900421P00330000,,put,04/21/1990,03/07/1990,330,4.5,4.875,5.25,183,1314,0.2008,-0.3252,1.5152,-7.3017,42.5923,SPX900421P00330000
SPX,336.95,*,SPX900421P00335000,,put,04/21/1990,03/07/1990,335,6.5,6.375,6.75,291,234,0.1912,-0.4018,1.7099,-6.996,45.7634,SPX900421P00335000
SPX,336.95,*,SPX900421P00340000,,put,04/21/1990,03/07/1990,340,8.625,8,8.5,472,3942,0.1787,-0.4899,1.8861,-6.0409,47.1842,SPX900421P00340000
SPX,336.95,*,SPX900421P00345000,,put,04/21/1990,03/07/1990,345,10.625,10.25,10.75,27,870,0.1672,-0.5893,1.966,-4.5333,46.0112,SPX900421P00345000
SPX,336.95,*,SPX900421P00350000,,put,04/21/1990,03/07/1990,350,0,13.375,13.875,0,183,0.164,-0.6848,1.8315,-2.9676,42.0375,SPX900421P00350000
SPX,336.95,*,SPX900421P00355000,,put,04/21/1990,03/07/1990,355,16.625,17.25,17.75,2,0,0.01,-1,0,6.7497,0,SPX900421P00355000
SPX,336.95,*,SPX900421P00360000,,put,04/21/1990,03/07/1990,360,0,21.5,22,0,25,0.01,-1,0,6.8448,0,SPX900421P00360000
SPX,336.95,*,SPX900616C00250000,,call,06/16/1990,03/07/1990,250,0,88.625,89.625,0,142,0.01,1,0,-4.7025,0,SPX900616C00250000
SPX,336.95,*,SPX900616C00275000,,call,06/16/1990,03/07/1990,275,0,65.375,66.375,0,583,0.01,1,0,-5.1728,0,SPX900616C00275000
SPX,336.95,*,SPX900616C00300000,,call,06/16/1990,03/07/1990,300,0,43,44,0,398,0.191,0.9191,0.4428,-7.6069,26.5634,SPX900616C00300000
SPX,336.95,*,SPX900616C00305000,,call,06/16/1990,03/07/1990,305,0,38.75,39.75,0,180,0.1941,0.8881,0.5533,-8.2181,33.7362,SPX900616C00305000
SPX,336.95,*,SPX900616C00310000,,call,06/16/1990,03/07/1990,310,0,34.5,35.25,0,0,0.1856,0.8646,0.6615,-8.4547,38.5698,SPX900616C00310000
SPX,336.95,*,SPX900616C00315000,,call,06/16/1990,03/07/1990,315,31.25,30.375,31.125,25,1,0.1835,0.8282,0.7835,-8.8563,45.1605,SPX900616C00315000
SPX,336.95,*,SPX900616C00320000,,call,06/16/1990,03/07/1990,320,0,26.5,27.25,0,285,0.1824,0.7846,0.9048,-9.2283,51.8435,SPX900616C00320000
SPX,336.95,*,SPX900616C00325000,,call,06/16/1990,03/07/1990,325,24,22.5,23.125,178,10783,0.1728,0.744,1.0504,-9.2443,57.0348,SPX900616C00325000
SPX,336.95,*,SPX900616C00330000,,call,06/16/1990,03/07/1990,330,0,18.75,19.375,0,1907,0.1665,0.6924,1.191,-9.2408,62.3152,SPX900616C00330000
SPX,336.95,*,SPX900616C00335000,,call,06/16/1990,03/07/1990,335,0,15.25,15.75,0,3803,0.1584,0.6345,1.3391,-9.0262,66.6555,SPX900616C00335000
SPX,336.95,*,SPX900616C00340000,,call,06/16/1990,03/07/1990,340,12.25,12,12.375,2930,1557,0.15,0.5678,1.479,-8.6061,69.6882,SPX900616C00340000
SPX,336.95,*,SPX900616C00345000,,call,06/16/1990,03/07/1990,345,9.625,9.25,9.625,908,2287,0.1457,0.4932,1.5441,-8.1038,70.7013,SPX900616C00345000
SPX,336.95,*,SPX900616C00350000,,call,06/16/1990,03/07/1990,350,0,6.5,6.875,0,9858,0.1362,0.4113,1.612,-7.1736,68.9551,SPX900616C00350000
SPX,336.95,*,SPX900616C00355000,,call,06/16/1990,03/07/1990,355,4.625,4.25,4.625,830,9369,0.1276,0.3244,1.5903,-6.0344,63.7482,SPX900616C00355000
SPX,336.95,*,SPX900616C00360000,,call,06/16/1990,03/07/1990,360,0,2.688,3,0,9159,0.1219,0.2426,1.4477,-4.853,55.4205,SPX900616C00360000
SPX,336.95,*,SPX900616C00365000,,call,06/16/1990,03/07/1990,365,1.688,1.625,1.75,369,7071,0.1151,0.1659,1.2211,-3.5556,44.1621,SPX900616C00365000
SPX,336.95,*,SPX900616C00370000,,call,06/16/1990,03/07/1990,370,0,0.813,1.063,0,983,0.1132,0.112,0.9491,-2.5964,33.7663,SPX900616C00370000
SPX,336.95,*,SPX900616C00375000,,call,06/16/1990,03/07/1990,375,0.75,0.438,0.688,5,2818,0.1145,0.0771,0.7125,-1.9375,25.626,SPX900616C00375000
SPX,336.95,*,SPX900616C00380000,,call,06/16/1990,03/07/1990,380,0.563,0.25,0.5,40,1177,0.1189,0.0569,0.5422,-1.5506,20.2555,SPX900616C00380000
SPX,336.95,*,SPX900616C00385000,,call,06/16/1990,03/07/1990,385,0.313,0.25,0.313,400,7796,0.1197,0.0377,0.3871,-1.1005,14.5588,SPX900616C00385000
SPX,336.95,*,SPX900616P00250000,,put,06/16/1990,03/07/1990,250,0.813,0.625,0.75,145,11952,0.338,-0.0303,0.1145,-1.8237,12.1549,SPX900616P00250000
SPX,336.95,*,SPX900616P00275000,,put,06/16/1990,03/07/1990,275,1.625,1.5,1.75,70,8087,0.302,-0.0694,0.2492,-3.054,23.6496,SPX900616P00275000
SPX,336.95,*,SPX900616P00300000,,put,06/16/1990,03/07/1990,300,3.75,3.625,4,867,13177,0.2687,-0.1516,0.4931,-4.4788,41.6185,SPX900616P00300000
SPX,336.95,*,SPX900616P00305000,,put,06/16/1990,03/07/1990,305,4,4.25,4.5,4,976,0.2578,-0.1723,0.5585,-4.574,45.2362,SPX900616P00305000
SPX,336.95,*,SPX900616P00310000,,put,06/16/1990,03/07/1990,310,0,4.875,5.25,0,5552,0.2505,-0.1989,0.6284,-4.7489,49.4652,SPX900616P00310000
SPX,336.95,*,SPX900616P00315000,,put,06/16/1990,03/07/1990,315,5.625,5.75,6.125,50,1377,0.2434,-0.2292,0.7025,-4.8742,53.7188,SPX900616P00315000
SPX,336.95,*,SPX900616P00320000,,put,06/16/1990,03/07/1990,320,6.625,6.625,7,455,10526,0.2339,-0.2616,0.7848,-4.8542,57.6756,SPX900616P00320000
SPX,336.95,*,SPX900616P00325000,,put,06/16/1990,03/07/1990,325,8,7.625,8,18,10616,0.2242,-0.2983,0.8725,-4.7429,61.4689,SPX900616P00325000
SPX,336.95,*,SPX900616P00330000,,put,06/16/1990,03/07/1990,330,8.125,8.625,9.125,586,6146,0.2141,-0.3397,0.9653,-4.5099,64.92,SPX900616P00330000
SPX,336.95,*,SPX900616P00335000,,put,06/16/1990,03/07/1990,335,10.25,10,10.5,751,4377,0.2049,-0.3869,1.0541,-4.1803,67.8493,SPX900616P00335000
SPX,336.95,*,SPX900616P00340000,,put,06/16/1990,03/07/1990,340,11,11.875,12.25,3000,7431,0.1979,-0.4398,1.1242,-3.7728,69.9041,SPX900616P00340000
SPX,336.95,*,SPX900616P00345000,,put,06/16/1990,03/07/1990,345,12.75,13.5,14.25,50,5375,0.1909,-0.4968,1.179,-3.1987,70.7092,SPX900616P00345000
SPX,336.95,*,SPX900616P00350000,,put,06/16/1990,03/07/1990,350,16,16,16.25,732,11758,0.1799,-0.5594,1.2373,-2.3001,69.925,SPX900616P00350000
SPX,336.95,*,SPX900616P00355000,,put,06/16/1990,03/07/1990,355,18,18.25,19,12,480,0.1752,-0.6217,1.2244,-1.4636,67.395,SPX900616P00355000
SPX,336.95,*,SPX900616P00360000,,put,06/16/1990,03/07/1990,360,22,21.5,22.25,4,1414,0.01,-1,0,6.7717,0,SPX900616P00360000
SPX,336.95,*,SPX900616P00365000,,put,06/16/1990,03/07/1990,365,0,25.125,26.125,0,255,0.01,-1,0,6.8657,0,SPX900616P00365000
SPX,336.95,*,SPX900616P00370000,,put,06/16/1990,03/07/1990,370,0,29.375,30.375,0,51,0.01,-1,0,6.9598,0,SPX900616P00370000
SPX,336.95,*,SPX900616P00375000,,put,06/16/1990,03/07/1990,375,0,33.75,34.75,0,1592,0.01,-1,0,7.0538,0,SPX900616P00375000
SPX,336.95,*,SPX900616P00380000,,put,06/16/1990,03/07/1990,380,0,38.25,39.25,0,75,0.01,-1,0,7.1479,0,SPX900616P00380000
SPX,336.95,*,SPX900616P00385000,,put,06/16/1990,03/07/1990,385,0,43,44,0,289,0.01,-1,0,7.2419,0,SPX900616P00385000
SPX,336.95,*,SPX900922C00275000,,call,09/22/1990,03/07/1990,275,0,69.875,70.875,0,12,0.01,1,0,-5.0765,0,SPX900922C00275000
SPX,336.95,*,SPX900922C00300000,,call,09/22/1990,03/07/1990,300,0,48.875,49.875,0,0,0.161,0.9127,0.3963,-6.5384,39.4804,SPX900922C00300000
SPX,336.95,*,SPX900922C00305000,,call,09/22/1990,03/07/1990,305,0,44.875,45.875,0,0,0.1657,0.8824,0.4782,-6.8649,49.0521,SPX900922C00305000
SPX,336.95,*,SPX900922C00310000,,call,09/22/1990,03/07/1990,310,0,41,42,0,0,0.1687,0.8503,0.5547,-7.1445,57.9196,SPX900922C00310000
SPX,336.95,*,SPX900922C00315000,,call,09/22/1990,03/07/1990,315,0,37.125,38.125,0,0,0.1685,0.8187,0.6288,-7.3349,65.5702,SPX900922C00315000
SPX,336.95,*,SPX900922C00320000,,call,09/22/1990,03/07/1990,320,0,33.25,34.25,0,500,0.1658,0.7866,0.7053,-7.4414,72.3866,SPX900922C00320000
SPX,336.95,*,SPX900922C00325000,,call,09/22/1990,03/07/1990,325,0,29.375,30.375,0,7077,0.1611,0.7529,0.7877,-7.4635,78.5637,SPX900922C00325000
SPX,336.95,*,SPX900922C00330000,,call,09/22/1990,03/07/1990,330,0,26.125,26.875,0,0,0.1591,0.7126,0.8611,-7.4794,84.8024,SPX900922C00330000
SPX,336.95,*,SPX900922C00335000,,call,09/22/1990,03/07/1990,335,0,22.625,23.375,0,150,0.1549,0.6706,0.9392,-7.3884,90.0303,SPX900922C00335000
SPX,336.95,*,SPX900922C00340000,,call,09/22/1990,03/07/1990,340,0,19.375,20.125,0,200,0.1512,0.6244,1.0086,-7.2346,94.3931,SPX900922C00340000
SPX,336.95,*,SPX900922C00345000,,call,09/22/1990,03/07/1990,345,16.875,16.125,16.875,2,100,0.1453,0.5751,1.0841,-6.9514,97.493,SPX900922C00345000
SPX,336.95,*,SPX900922C00350000,,call,09/22/1990,03/07/1990,350,0,13.375,14.125,0,15385,0.1421,0.5215,1.1267,-6.6381,99.1109,SPX900922C00350000
SPX,336.95,*,SPX900922C00355000,,call,09/22/1990,03/07/1990,355,0,10.75,11.25,0,375,0.1351,0.4639,1.1823,-6.1364,98.8484,SPX900922C00355000
SPX,336.95,*,SPX900922C00360000,,call,09/22/1990,03/07/1990,360,0,8.375,8.875,0,100,0.1303,0.404,1.1951,-5.5945,96.3669,SPX900922C00360000
SPX,336.95,*,SPX900922C00375000,,call,09/22/1990,03/07/1990,375,0,3.375,3.75,0,7285,0.1185,0.2287,1.027,-3.6472,75.3052,SPX900922C00375000
SPX,336.95,*,SPX900922P00275000,,put,09/22/1990,03/07/1990,275,0,3.75,4,0,661,0.2869,-0.1065,0.2574,-2.5304,45.7185,SPX900922P00275000
SPX,336.95,*,SPX900922P00300000,,put,09/22/1990,03/07/1990,300,7,6.75,7.25,205,14362,0.2618,-0.1854,0.4104,-3.0372,66.5016,SPX900922P00300000
SPX,336.95,*,SPX900922P00305000,,put,09/22/1990,03/07/1990,305,0,7.125,7.625,0,0,0.2497,-0.2006,0.4514,-2.936,69.7823,SPX900922P00305000
SPX,336.95,*,SPX900922P00310000,,put,09/22/1990,03/07/1990,310,0,8,8.5,0,25,0.244,-0.2222,0.4906,-2.9432,74.0958,SPX900922P00310000
SPX,336.95,*,SPX900922P00315000,,put,09/22/1990,03/07/1990,315,0,9.125,9.5,0,2742,0.2387,-0.2461,0.5306,-2.929,78.3963,SPX900922P00315000
SPX,336.95,*,SPX900922P00320000,,put,09/22/1990,03/07/1990,320,0,9.875,10.375,0,2625,0.2306,-0.2701,0.5765,-2.8226,82.2829,SPX900922P00320000
SPX,336.95,*,SPX900922P00325000,,put,09/22/1990,03/07/1990,325,11,11,11.625,10,11418,0.2258,-0.2985,0.6175,-2.7444,86.3019,SPX900922P00325000
SPX,336.95,*,SPX900922P00330000,,put,09/22/1990,03/07/1990,330,0,11.875,12.5,0,38,0.2154,-0.3262,0.6726,-2.5059,89.677,SPX900922P00330000
SPX,336.95,*,SPX900922P00335000,,put,09/22/1990,03/07/1990,335,13.625,13.25,14,10,343,0.2106,-0.3593,0.7133,-2.3328,93.0127,SPX900922P00335000
SPX,336.95,*,SPX900922P00340000,,put,09/22/1990,03/07/1990,340,15.125,14.75,15.5,250,0,0.2043,-0.3941,0.757,-2.071,95.7373,SPX900922P00340000
SPX,336.95,*,SPX900922P00345000,,put,09/22/1990,03/07/1990,345,0,17,17.375,0,0,0.2002,-0.4316,0.789,-1.7981,97.7922,SPX900922P00345000
SPX,336.95,*,SPX900922P00350000,,put,09/22/1990,03/07/1990,350,17.5,18.125,18.875,12,11557,0.1906,-0.4715,0.839,-1.3329,99.002,SPX900922P00350000
SPX,336.95,*,SPX900922P00355000,,put,09/22/1990,03/07/1990,355,0,20.625,21.375,0,0,0.1893,-0.5121,0.8469,-0.998,99.2097,SPX900922P00355000
SPX,336.95,*,SPX900922P00360000,,put,09/22/1990,03/07/1990,360,0,22.875,23.875,0,0,0.1859,-0.5538,0.8545,-0.5581,98.351,SPX900922P00360000
SPX,336.95,*,SPX900922P00375000,,put,09/22/1990,03/07/1990,375,0,32.125,33.125,0,610,0.01,-1,0,6.9225,0,SPX900922P00375000
SPX,336.95,*,SPX901222C00250000,,call,12/22/1990,03/07/1990,250,0,94,96,0,235,0.01,1,0,-4.5351,0,SPX901222C00250000
SPX,336.95,*,SPX901222C00275000,,call,12/22/1990,03/07/1990,275,0,73.375,74.375,0,3,0.01,1,0,-4.9887,0,SPX901222C00275000
SPX,336.95,*,SPX901222C00300000,,call,12/22/1990,03/07/1990,300,0,53.25,54.25,0,70,0.1294,0.939,0.3103,-5.8361,36.2292,SPX901222C00300000
SPX,336.95,*,SPX901222C00325000,,call,12/22/1990,03/07/1990,325,0,34.5,35.5,0,1017,0.1464,0.7787,0.6754,-6.6042,89.22,SPX901222C00325000
SPX,336.95,*,SPX901222C00350000,,call,12/22/1990,03/07/1990,350,0,18.5,19.25,0,397,0.136,0.5816,0.9565,-6.1388,117.3048,SPX901222C00350000
SPX,336.95,*,SPX901222C00375000,,call,12/22/1990,03/07/1990,375,8,7,7.5,500,900,0.1197,0.3342,1.0127,-4.2714,109.3187,SPX901222C00375000
SPX,336.95,*,SPX901222C00400000,,call,12/22/1990,03/07/1990,400,0,2.938,3.25,0,101,0.1275,0.1677,0.6552,-2.6776,75.3453,SPX901222C00400000
SPX,336.95,*,SPX901222P00250000,,put,12/22/1990,03/07/1990,250,0,2.625,3,0,3802,0.294,-0.0691,0.1506,-1.5207,39.9485,SPX901222P00250000
SPX,336.95,*,SPX901222P00275000,,put,12/22/1990,03/07/1990,275,5,5.125,5.5,3,501,0.2766,-0.1204,0.2414,-1.9883,60.2245,SPX901222P00275000
SPX,336.95,*,SPX901222P00300000,,put,12/22/1990,03/07/1990,300,0,8.5,9,0,1205,0.2538,-0.1915,0.3577,-2.1745,81.9053,SPX901222P00300000
SPX,336.95,*,SPX901222P00325000,,put,12/22/1990,03/07/1990,325,13.25,12.75,13.5,7,692,0.224,-0.288,0.5072,-1.8375,102.4741,SPX901222P00325000
SPX,336.95,*,SPX901222P00350000,,put,12/22/1990,03/07/1990,350,19.75,20.125,20.875,5,1957,0.1998,-0.4254,0.6531,-0.906,117.7215,SPX901222P00350000
SPX,336.95,*,SPX901222P00375000,,put,12/22/1990,03/07/1990,375,0,31.625,32.625,0,107,0.01,-1,0,6.8027,0,SPX901222P00375000
SPX,336.95,*,SPX901222P00400000,,put,12/22/1990,03/07/1990,400,50,50.75,51.75,5,284,0.01,-1,0,7.2562,0,SPX901222P00400000
SPX,336.95,*,SPX910622C00250000,,call,06/22/1991,03/07/1990,250,0,99.75,101.75,0,0,0.01,1,0,-4.3796,0,SPX910622C00250000
SPX,336.95,*,SPX910622C00275000,,call,06/22/1991,03/07/1990,275,0,80.125,82.125,0,0,0.01,1,0,-4.8175,0,SPX910622C00275000
SPX,336.95,*,SPX910622C00300000,,call,06/22/1991,03/07/1990,300,0,62.375,64.375,0,0,0.1262,0.9347,0.2632,-5.4575,48.7703,SPX910622C00300000
SPX,336.95,*,SPX910622C00325000,,call,06/22/1991,03/07/1990,325,0,44,46,0,481,0.1384,0.8115,0.5093,-5.8786,103.4801,SPX910622C00325000
SPX,336.95,*,SPX910622C00350000,,call,06/22/1991,03/07/1990,350,0,27.5,29.5,0,100,0.1324,0.6643,0.719,-5.6857,139.7078,SPX910622C00350000
SPX,336.95,*,SPX910622C00375000,,call,06/22/1991,03/07/1990,375,0,17.625,19.625,0,0,0.1449,0.493,0.7183,-5.1558,152.8387,SPX910622C00375000
SPX,336.95,*,SPX910622C00400000,,call,06/22/1991,03/07/1990,400,0,11.25,13.25,0,0,0.1568,0.3575,0.6213,-4.4306,142.9977,SPX910622C00400000
SPX,336.95,*,SPX910622P00250000,,put,06/22/1991,03/07/1990,250,0,3.25,5.25,0,32,0.2891,-0.0889,0.1453,-1.2136,61.6666,SPX910622P00250000
SPX,336.95,*,SPX910622P00275000,,put,06/22/1991,03/07/1990,275,0,6,8,0,240,0.2698,-0.1333,0.2083,-1.3421,82.4882,SPX910622P00275000
SPX,336.95,*,SPX910622P00300000,,put,06/22/1991,03/07/1990,300,0,10.25,12.25,0,742,0.255,-0.1955,0.2826,-1.3602,105.8209,SPX910622P00300000
SPX,336.95,*,SPX910622P00325000,,put,06/22/1991,03/07/1990,325,0,14.125,16.125,0,438,0.2255,-0.2669,0.3805,-0.9744,125.9691,SPX910622P00325000
SPX,336.95,*,SPX910622P00350000,,put,06/22/1991,03/07/1990,350,0,21,23,0,149,0.2077,-0.3668,0.4731,-0.3627,144.2541,SPX910622P00350000
SPX,336.95,*,SPX910622P00375000,,put,06/22/1991,03/07/1990,375,0,31.5,33.5,0,43,0.01,-0.9255,3.6773,6.0329,53.9901,SPX910622P00375000
SPX,336.95,*,SPX910622P00400000,,put,06/22/1991,03/07/1990,400,0,44.5,46.5,0,351,0.01,-1,0,7.0073,0,SPX910622P00400000
SPX,336.95,*,SPX911221C00250000,,call,12/21/1991,03/07/1990,250,0,102.5,104.5,0,0,0.01,1,0,-4.2294,0,SPX911221C00250000
SPX,336.95,*,SPX911221C00275000,,call,12/21/1991,03/07/1990,275,0,84.625,86.625,0,0,0.01,1,0,-4.6523,0,SPX911221C00275000
SPX,336.95,*,SPX911221C00300000,,call,12/21/1991,03/07/1990,300,0,67.5,69.5,0,0,0.01,1,0,-5.0752,0,SPX911221C00300000
SPX,336.95,*,SPX911221C00325000,,call,12/21/1991,03/07/1990,325,0,50.75,52.75,0,0,0.1024,0.8939,0.3969,-5.4114,82.6363,SPX911221C00325000
SPX,336.95,*,SPX911221C00350000,,call,12/21/1991,03/07/1990,350,0,36,38,0,0,0.1217,0.7318,0.6004,-5.3829,148.6431,SPX911221C00350000
SPX,336.95,*,SPX911221C00375000,,call,12/21/1991,03/07/1990,375,0,25.375,27.375,0,0,0.1358,0.5762,0.6395,-5.0323,176.6397,SPX911221C00375000
SPX,336.95,*,SPX911221C00400000,,call,12/21/1991,03/07/1990,400,0,13.75,15.75,0,0,0.1241,0.4229,0.6995,-4.1056,176.5633,SPX911221C00400000
SPX,336.95,*,SPX911221P00250000,,put,12/21/1991,03/07/1990,250,0,4.625,6.625,0,0,0.2814,-0.0945,0.1326,-0.8962,75.9356,SPX911221P00250000
SPX,336.95,*,SPX911221P00275000,,put,12/21/1991,03/07/1990,275,0,6.875,8.875,0,0,0.2574,-0.1301,0.1823,-0.8678,95.4633,SPX911221P00275000
SPX,336.95,*,SPX911221P00300000,,put,12/21/1991,03/07/1990,300,0,11.5,13.5,0,3,0.2488,-0.1862,0.2388,-0.8371,120.8857,SPX911221P00300000
SPX,336.95,*,SPX911221P00325000,,put,12/21/1991,03/07/1990,325,0,15.25,17.25,0,11,0.2241,-0.2455,0.3115,-0.5141,141.9594,SPX911221P00325000
SPX,336.95,*,SPX911221P00350000,,put,12/21/1991,03/07/1990,350,0,22.375,24.375,0,23,0.2141,-0.327,0.3736,-0.0839,162.7323,SPX911221P00350000
SPX,336.95,*,SPX911221P00375000,,put,12/21/1991,03/07/1990,375,0,31.125,33.125,0,1,0.01,-0.0832,3.3955,0.4882,69.075,SPX911221P00375000
SPX,336.95,*,SPX911221P00400000,,put,12/21/1991,03/07/1990,400,43,43,44,2,162,0.01,-0.9997,0.024,6.7647,0.4886,SPX911221P00400000
SPX,340.27,*,SPX900317C00225000,,call,03/17/1990,03/08/1990,225,0,115,115.5,0,3548,0.01,1,0,-4.3076,0,SPX900317C00225000
SPX,340.27,*,SPX900317C00275000,,call,03/17/1990,03/08/1990,275,65.5,65.125,65.625,5,8426,0.01,1,0,-5.2649,0,SPX900317C00275000
SPX,340.27,*,SPX900317C00300000,,call,03/17/1990,03/08/1990,300,37.75,40.125,40.625,5,531,0.01,1,0,-5.7435,0,SPX900317C00300000
SPX,340.27,*,SPX900317C00305000,,call,03/17/1990,03/08/1990,305,0,35.25,35.75,0,630,0.01,1,0,-5.8392,0,SPX900317C00305000
SPX,340.27,*,SPX900317C00310000,,call,03/17/1990,03/08/1990,310,0,30.25,30.75,0,2206,0.01,1,0,-5.935,0,SPX900317C00310000
SPX,340.27,*,SPX900317C00315000,,call,03/17/1990,03/08/1990,315,22.875,25.5,26,10,436,0.2746,0.9679,0.4899,-11.6759,3.8404,SPX900317C00315000
SPX,340.27,*,SPX900317C00320000,,call,03/17/1990,03/08/1990,320,0,20.625,21.125,0,527,0.2515,0.9472,0.8009,-13.8107,5.7506,SPX900317C00320000
SPX,340.27,*,SPX900317C00325000,,call,03/17/1990,03/08/1990,325,16.25,15.75,16.25,4,9280,0.2173,0.9212,1.266,-15.1851,7.8557,SPX900317C00325000
SPX,340.27,*,SPX900317C00330000,,call,03/17/1990,03/08/1990,330,11.5,10.75,11.125,2173,17722,0.1475,0.9206,1.8756,-12.2693,7.9002,SPX900317C00330000
SPX,340.27,*,SPX900317C00335000,,call,03/17/1990,03/08/1990,335,7,6.625,6.75,5980,12389,0.1395,0.7888,3.8791,-16.995,15.4517,SPX900317C00335000
SPX,340.27,*,SPX900317C00340000,,call,03/17/1990,03/08/1990,340,3.625,3.125,3.375,2361,12816,0.1375,0.5507,5.3867,-19.6788,21.1435,SPX900317C00340000
SPX,340.27,*,SPX900317C00345000,,call,03/17/1990,03/08/1990,345,1.125,0.875,1,438,7144,0.119,0.2621,5.1217,-13.1961,17.4016,SPX900317C00345000
SPX,340.27,*,SPX900317C00350000,,call,03/17/1990,03/08/1990,350,0.313,0.25,0.375,880,9991,0.1354,0.1086,2.5748,-8.191,9.9548,SPX900317C00350000
SPX,340.27,*,SPX900317C00355000,,call,03/17/1990,03/08/1990,355,0.063,0.063,0.125,10,7764,0.1468,0.0399,1.0956,-4.0011,4.591,SPX900317C00355000
SPX,340.27,*,SPX900317C00360000,,call,03/17/1990,03/08/1990,360,0.063,0,0.125,279,6450,0.1869,0.0324,0.7253,-4.2262,3.8697,SPX900317C00360000
SPX,340.27,*,SPX900317C00365000,,call,03/17/1990,03/08/1990,365,0,0,0.125,0,1278,0.2251,0.0275,0.5266,-4.4079,3.3835,SPX900317C00365000
SPX,340.27,*,SPX900317C00370000,,call,03/17/1990,03/08/1990,370,0,0,0.063,0,8583,0.2367,0.0143,0.2874,-2.6449,1.9417,SPX900317C00370000
SPX,340.27,*,SPX900317C00375000,,call,03/17/1990,03/08/1990,375,0,0,0.063,0,17369,0.2696,0.0127,0.2284,-2.7137,1.7574,SPX900317C00375000
SPX,340.27,*,SPX900317P00225000,,put,03/17/1990,03/08/1990,225,0,0,0.063,0,5878,1.0149,-0.0036,0.02,-3.2351,0.5782,SPX900317P00225000
SPX,340.27,*,SPX900317P00275000,,put,03/17/1990,03/08/1990,275,0,0,0.063,0,27448,0.5586,-0.0064,0.06,-2.925,0.9564,SPX900317P00275000
SPX,340.27,*,SPX900317P00300000,,put,03/17/1990,03/08/1990,300,0.125,0.063,0.188,14,8952,0.412,-0.0224,0.2423,-6.3739,2.8503,SPX900317P00300000
SPX,340.27,*,SPX900317P00305000,,put,03/17/1990,03/08/1990,305,0.125,0.063,0.188,10,3895,0.3663,-0.0249,0.2979,-6.1735,3.1153,SPX900317P00305000
SPX,340.27,*,SPX900317P00310000,,put,03/17/1990,03/08/1990,310,0,0.125,0.25,0,3202,0.3372,-0.0345,0.4236,-7.4084,4.0776,SPX900317P00310000
SPX,340.27,*,SPX900317P00315000,,put,03/17/1990,03/08/1990,315,0.375,0.25,0.375,25,4666,0.314,-0.0521,0.6355,-9.5928,5.6974,SPX900317P00315000
SPX,340.27,*,SPX900317P00320000,,put,03/17/1990,03/08/1990,320,0.5,0.375,0.625,10,4063,0.2972,-0.0844,0.9743,-13.0888,8.2676,SPX900317P00320000
SPX,340.27,*,SPX900317P00325000,,put,03/17/1990,03/08/1990,325,0.625,0.438,0.625,832,9574,0.2411,-0.1007,1.3697,-11.9582,9.4279,SPX900317P00325000
SPX,340.27,*,SPX900317P00330000,,put,03/17/1990,03/08/1990,330,0.625,0.625,0.875,2290,15146,0.2039,-0.1522,2.1608,-13.2448,12.5815,SPX900317P00330000
SPX,340.27,*,SPX900317P00335000,,put,03/17/1990,03/08/1990,335,1.25,1.25,1.5,11458,14629,0.1758,-0.2605,3.457,-15.2123,17.3481,SPX900317P00335000
SPX,340.27,*,SPX900317P00340000,,put,03/17/1990,03/08/1990,340,2.875,2.625,3,2244,12050,0.1602,-0.4551,4.6303,-15.8272,21.1811,SPX900317P00340000
SPX,340.27,*,SPX900317P00345000,,put,03/17/1990,03/08/1990,345,5.375,5.375,5.75,37,2178,0.1527,-0.6885,4.3318,-11.4262,18.8898,SPX900317P00345000
SPX,340.27,*,SPX900317P00350000,,put,03/17/1990,03/08/1990,350,12,9.625,10.125,51,5608,0.1859,-0.8138,2.6978,-9.2857,14.3196,SPX900317P00350000
SPX,340.27,*,SPX900317P00355000,,put,03/17/1990,03/08/1990,355,14.125,14.25,14.75,1,1361,0.2131,-0.8846,1.7093,-6.2558,10.3989,SPX900317P00355000
SPX,340.27,*,SPX900317P00360000,,put,03/17/1990,03/08/1990,360,0,19.125,19.625,0,1652,0.01,-1,0,6.8922,0,SPX900317P00360000
SPX,340.27,*,SPX900317P00365000,,put,03/17/1990,03/08/1990,365,0,24.125,24.625,0,17,0.01,-1,0,6.9879,0,SPX900317P00365000
SPX,340.27,*,SPX900317P00370000,,put,03/17/1990,03/08/1990,370,0,29,29.5,0,207,0.01,-1,0,7.0837,0,SPX900317P00370000
SPX,340.27,*,SPX900317P00375000,,put,03/17/1990,03/08/1990,375,37.125,34,34.5,20,12620,0.01,-1,0,7.1794,0,SPX900317P00375000
SPX,340.27,*,SPX900421C00250000,,call,04/21/1990,03/08/1990,250,0,91.125,91.625,0,100,0.01,1,0,-4.7542,0,SPX900421C00250000
